ID, Condition, Time, Fp1,Fp2,AF3,AF4,Fz,F3,F4,F7,F8,FC5,FC6,FT7,FT8,Cz,FC1,FC2,C3,C4,T7,T8,A1,A2,CP1,CP2,CP5,CP6,TP7,TP8,Pz,P3,P4,P7,P8,PO9,PO10,PO3,PO4,PO7,PO8,O1,O2,Oz
1,1,-200.400802,4.607198,1.754793,4.424637,1.300700,-0.912947,4.935661,1.109876,3.543978,-3.307082,-1.057055,-1.140100,1.098596,-3.551934,-2.070306,-1.497407,-2.008321,0.734031,0.275583,-2.563814,-2.402722,0.987819,-3.748445,1.398649,0.911421,0.117591,0.391262,0.586615,0.990256,0.834652,1.977100,0.686653,0.317159,0.822097,-4.551653,-4.044036,2.751846,1.017167,0.824375,-3.403336,-1.527819,-0.271061,-0.341673

